Timestamp | Location | Velocity | Angular Velocity | Acceleration 
5.532316446304321 | 234.1938934326172,38.028385162353516,-0.005057487171143293 | -2.1138839567669265e-09,-1.1578686098800972e-06,0.0005306762177497149 | 0.00028997569461353123,-8.271875344689761e-07,-1.3705432344579549e-08 | -9.656365364207886e-06,7.094683496688958e-06,0.07091309875249863
6.034574747085571 | 234.1938934326172,38.028385162353516,-0.005030097905546427 | -1.0126541383215226e-08,-2.37792534107939e-07,0.00036924995947629213 | 5.987509575788863e-05,-8.696667919139145e-07,-1.9481735336057682e-08 | -1.9368351786397398e-05,-7.173470294219442e-06,-0.05493854731321335
6.535406827926636 | 234.1938934326172,38.028385162353516,-0.005110778845846653 | -1.3732605275151855e-08,-6.245205241839358e-08,0.0007823283085599542 | 1.5675437680329196e-05,-5.3243638831190765e-06,-9.020127755832164e-09 | 9.256345947505906e-06,-7.964130759319232e-07,-0.09606204926967621
7.039836406707764 | 234.1938934326172,38.028385162353516,-0.005118370056152344 | 1.376872305058896e-08,-5.0273040841375405e-08,0.0010428373934701085 | 1.2996797522646375e-05,3.786201659750077e-06,-6.703899657622969e-09 | -1.5983624734872137e-07,-1.7426691556465812e-05,0.10679533332586288
7.5482518672943115 | 234.18807983398438,38.266754150390625,-0.008741683326661587 | -0.028966454789042473,1.2017781734466553,0.00011745352821890265 | 0.769497811794281,0.024652719497680664,0.007083585951477289 | -0.07867040485143661,3.250372886657715,0.10340197384357452
8.049184560775757 | 234.1652069091797,39.21333694458008,-0.009293785318732262 | -0.060418304055929184,2.4945454597473145,0.00011934174108318985 | -0.10844589024782181,-0.00335215637460351,0.00803468655794859 | -0.05636310577392578,2.296755790710449,-0.050044767558574677
8.553835153579712 | 234.12744140625,40.77232360839844,-0.008818053640425205 | -0.08840303122997284,3.6387581825256348,0.0006191572174429893 | -0.05814661830663681,-0.0017004052642732859,0.009849373251199722 | -0.0525091290473938,2.137272357940674,-0.09336991608142853
9.05861759185791 | 234.07611083984375,42.88347625732422,-0.008388595655560493 | -0.11383726447820663,4.6685791015625,-0.0001718594430712983 | -0.08154882490634918,-0.002239972585812211,0.010511795058846474 | -0.04335104301571846,1.7451964616775513,-0.016073545441031456
9.559838056564331 | 234.01437377929688,45.41532516479492,-0.0070476531982421875 | -0.12932142615318298,5.286766052246094,-0.00020130444318056107 | -0.4028646647930145,-0.012847972102463245,0.0035411014687269926 | -0.010116277262568474,0.39559707045555115,-0.0004158876836299896
10.062949419021606 | 233.94873046875,48.09663772583008,-0.005266952328383923 | -0.12983572483062744,5.30566930770874,-2.5327599360025488e-05 | -0.16298730671405792,-0.005969052202999592,-0.00023585863527841866 | 0.003295774105936289,-0.141432523727417,9.278465768147726e-06
10.567259073257446 | 233.88339233398438,50.76968765258789,-0.005047416780143976 | -0.12961778044700623,5.297800064086914,-3.557031959644519e-06 | 0.019883345812559128,0.0006649213610216975,0.00046627549454569817 | -0.0011247016955167055,0.04683975130319595,6.779145041946322e-05
11.072746753692627 | 233.8183135986328,53.43103790283203,-0.003733482211828232 | -0.12987691164016724,5.324864387512207,0.006153375841677189 | 0.1846255511045456,0.006601838394999504,-0.005421172361820936 | -0.0031904103234410286,0.05967138335108757,-0.0017601469298824668
11.582386255264282 | 233.75204467773438,56.146507263183594,-0.00037284850259311497 | -0.13036631047725677,5.352133274078369,0.008640054613351822 | -0.01845194771885872,0.0021812263876199722,0.0005737589672207832 | -0.002239836845546961,0.042025987058877945,-0.0015779414679855108
12.089250326156616 | 233.68563842773438,58.87105178833008,0.003978919703513384 | -0.13107596337795258,5.375809192657471,0.008336267434060574 | -0.003153471043333411,-0.002200376708060503,0.0004887313698418438 | -0.001131306285969913,0.047270890325307846,-0.0002444966812618077
12.590565204620361 | 233.61978149414062,61.5726203918457,0.008164062164723873 | -0.1316094696521759,5.398181438446045,0.008332919329404831 | -0.0006183562218211591,-0.0002104314335156232,0.0004507280536927283 | -0.0009571749833412468,0.039162129163742065,-0.00010116570047102869
13.092223405838013 | 233.5538787841797,64.27445220947266,0.012337684631347656 | -0.13213591277599335,5.419604301452637,0.008366436697542667 | -0.0004730494983959943,7.178760279202834e-05,0.0005075764493085444 | -0.0010615404462441802,0.03635012358427048,0.00015361778787337244
13.597889184951782 | 233.486572265625,67.0329360961914,0.016598815098404884 | -0.1326490342617035,5.440305233001709,0.008398061618208885 | -0.0005885180435143411,-7.111045852070674e-05,0.000363213854143396 | -0.0006730076856911182,0.04307249188423157,9.858510566118639e-06
14.101895570755005 | 233.41937255859375,69.78096771240234,0.022995108738541603 | -0.13131432235240936,5.4545111656188965,0.021195806562900543 | 0.3520123362541199,0.5549576282501221,0.03368350863456726 | 0.08145173639059067,0.030281072482466698,-0.0018029503989964724
14.604568004608154 | 233.35275268554688,72.5157470703125,0.030366821214556694 | -0.1403851956129074,5.4756999015808105,0.024827202782034874 | -0.09340327978134155,-0.41590771079063416,-0.00813640933483839 | 0.020630599930882454,0.0009668233105912805,0.12215166538953781
15.106336832046509 | 233.28421020507812,75.30697631835938,0.04283710569143295 | -0.13635775446891785,5.4868669509887695,0.02991601638495922 | 0.36085620522499084,-0.24531462788581848,0.0005859169759787619 | -0.02458212338387966,0.0325581394135952,0.01614644005894661
15.60666561126709 | 233.216552734375,78.0559310913086,0.060124509036540985 | -0.13524746894836426,5.504672527313232,0.03502825275063515 | -0.028484154492616653,0.005578577518463135,0.00026289024390280247 | -0.0006850286154076457,0.04315680265426636,-0.0017420063959434628
16.109830141067505 | 233.14871215820312,80.82505798339844,0.08135055005550385 | -0.13929548859596252,5.5126190185546875,0.05440562218427658 | 0.5750575661659241,-0.3952314555644989,-0.010477554984390736 | -0.005769338458776474,0.026032153517007828,-0.031004350632429123
16.611995220184326 | 233.0804443359375,83.59602355957031,0.10971969366073608 | -0.13589122891426086,5.526278972625732,0.06392614543437958 | 0.002595829777419567,-0.09628940373659134,-0.013647010549902916 | -0.025131957605481148,0.03869742900133133,-0.004929699935019016
17.116491556167603 | 233.01193237304688,86.38676452636719,0.14248992502689362 | -0.13492895662784576,5.542845249176025,0.06326130777597427 | -0.049762725830078125,0.05333031713962555,-0.0011239623418077826 | -0.006455464754253626,0.029214512556791306,-0.010734566487371922
17.6186466217041 | 232.9419403076172,89.24788665771484,0.1736902892589569 | -0.14555086195468903,5.93642520904541,0.06705307960510254 | 0.26270848512649536,0.004013171419501305,0.006674983538687229 | -0.03382395580410957,1.3536666631698608,0.0168021060526371
18.119657278060913 | 232.8654022216797,92.36930084228516,0.2083437740802765 | -0.16024884581565857,6.519538402557373,0.07370118051767349 | 0.0030475682578980923,-0.00026711582904681563,0.0073770806193351746 | -0.02858095057308674,1.1335115432739258,0.013287581503391266
18.620696544647217 | 232.78173828125,95.77214813232422,0.2502504587173462 | -0.17284788191318512,7.015755653381348,0.10385596752166748 | 0.6488534808158875,0.015134381130337715,0.005907013546675444 | -0.024309497326612473,0.9648547768592834,0.015291819348931313
19.12278938293457 | 232.69248962402344,99.3936538696289,0.30498942732810974 | -0.1832408457994461,7.422476768493652,0.11981257796287537 | -0.10858402401208878,-0.003324950812384486,0.005195575300604105 | -0.015200944617390633,0.5931776165962219,0.0011843107640743256
19.62601923942566 | 232.5978240966797,103.22685241699219,0.3688071370124817 | -0.19177182018756866,7.756266117095947,0.14145588874816895 | 0.4607306122779846,0.010618546046316624,0.0034831580705940723 | -0.01580996811389923,0.6110295057296753,0.019328568130731583
20.129056692123413 | 232.4996795654297,107.19820404052734,0.4423079490661621 | -0.1986265927553177,8.026931762695312,0.15348029136657715 | -0.0727674663066864,-0.0021841097623109818,0.001999278087168932 | -0.011462676338851452,0.38217830657958984,-0.023093968629837036
20.634705543518066 | 232.39808654785156,111.30155944824219,0.5221403241157532 | -0.20424966514110565,8.248265266418457,0.16612648963928223 | 0.24517175555229187,0.005445485003292561,0.0011626537889242172 | -0.007355542853474617,0.2985086441040039,0.004894884303212166
21.1396267414093 | 232.29356384277344,115.52377319335938,0.608310878276825 | -0.20875221490859985,8.430343627929688,0.1732359677553177 | -0.03919040411710739,-0.0014291465049609542,-0.0004970915615558624 | -0.007289199158549309,0.29522505402565,0.004341381601989269
21.64241909980774 | 232.18829345703125,119.7776107788086,0.696345329284668 | -0.2072048932313919,8.378806114196777,0.17167605459690094 | -0.15171264111995697,-0.0059927175752818584,-0.007577915210276842 | 0.008955003693699837,-0.33269259333610535,-0.007534409873187542
22.146071910858154 | 232.07960510253906,124.17460632324219,0.783010721206665 | -0.2320108562707901,9.36380672454834,0.1917400360107422 | 0.30974096059799194,0.01778257079422474,0.018252167850732803 | -0.042026206851005554,1.5906802415847778,0.03299577906727791
22.64779758453369 | 231.9579315185547,129.07177734375,0.8841689825057983 | -0.2502787411212921,10.056385040283203,0.20600320398807526 | -0.19268977642059326,-0.008265659213066101,0.005042239557951689 | -0.02669684775173664,1.0492579936981201,0.021499916911125183
23.149678945541382 | 231.82884216308594,134.24705505371094,0.9907791018486023 | -0.26643431186676025,10.582996368408203,0.2167726308107376 | -0.0495670884847641,0.02693040668964386,0.06440818309783936 | -0.061194565147161484,0.9963505864143372,0.01997104287147522
23.650668382644653 | 231.66604614257812,139.60629272460938,1.1035281419754028 | -0.48796674609184265,10.620749473571777,0.23760369420051575 | 0.1738288700580597,1.3306313753128052,4.0540771484375 | -1.1278936862945557,-0.4735925495624542,0.36652517318725586
24.1552517414093 | 231.29124450683594,144.59535217285156,1.221810221672058 | -1.1294777393341064,8.91374397277832,0.20188869535923004 | -0.5773957967758179,0.44358208775520325,9.050414085388184 | -1.3848260641098022,-2.525284767150879,-0.28504785895347595
24.659850597381592 | 230.60679626464844,148.91246032714844,1.3176227807998657 | -1.8161852359771729,8.311348915100098,0.19751250743865967 | 0.7794400453567505,0.12770342826843262,10.232657432556152 | -1.669921636581421,-0.4003036618232727,-0.6405417323112488
25.163604736328125 | 229.54815673828125,153.07589721679688,1.412305474281311 | -2.59877347946167,8.161725997924805,0.1866663545370102 | -0.4445684254169464,-0.3474201560020447,10.492756843566895 | -1.6968744993209839,-0.26284775137901306,-0.19883908331394196
25.66744112968445 | 228.11366271972656,157.130859375,1.5092500448226929 | -3.278266429901123,7.816925048828125,0.18058648705482483 | -0.540604829788208,-0.06344464421272278,9.934264183044434 | -0.980323314666748,-0.7999844551086426,0.13181473314762115
26.168107986450195 | 226.28561401367188,161.13336181640625,1.6047520637512207 | -4.41170072555542,8.365262031555176,0.20876622200012207 | -0.4760231673717499,0.14341774582862854,11.465087890625 | -1.55927574634552,0.5049607753753662,-0.11049677431583405
26.673423051834106 | 223.80029296875,165.4522247314453,1.7171207666397095 | -5.591012001037598,8.442901611328125,0.21141168475151062 | -0.42564138770103455,0.37230879068374634,12.149749755859375 | -2.5299601554870605,-0.3243626058101654,-0.09609807282686234
27.18134331703186 | 220.7357940673828,169.7025146484375,1.8364211320877075 | -6.7364678382873535,8.2205171585083,0.23345613479614258 | 0.10865914821624756,0.043444521725177765,11.662827491760254 | -1.9492175579071045,-0.49459680914878845,-0.5943900346755981
27.6830952167511 | 217.1704864501953,173.71913146972656,1.9583622217178345 | -7.541640281677246,7.5004425048828125,0.25013720989227295 | -0.12422613799571991,-0.21227185428142548,11.579353332519531 | -1.3974884748458862,-2.0225026607513428,-0.6676619052886963
28.189339876174927 | 213.49478149414062,177.11605834960938,2.0761871337890625 | -6.936334133148193,5.687437534332275,0.20422476530075073 | 0.5316140055656433,-0.3024834990501404,9.005030632019043 | 1.1606510877609253,-3.2903971672058105,0.0864330381155014
28.6899995803833 | 210.07801818847656,179.7737274169922,2.1705453395843506 | -6.947466850280762,4.8965888023376465,0.2060522586107254 | 0.987826406955719,0.8230166435241699,8.130681037902832 | -0.5571696162223816,-1.0379403829574585,0.3373553454875946
29.190667152404785 | 206.53013610839844,182.15475463867188,2.2637956142425537 | -7.297281265258789,4.485254764556885,0.18965403735637665 | 0.23056678473949432,-0.1821633279323578,7.002799987792969 | -0.7620689272880554,-0.7762216925621033,0.02208751067519188
29.69474768638611 | 202.81333923339844,184.343994140625,2.3564066886901855 | -7.453206539154053,4.059803485870361,0.1692800521850586 | 0.154687762260437,-0.006757604889571667,5.760348796844482 | -0.08534647524356842,-1.0042675733566284,0.21990203857421875
30.197375535964966 | 198.8795623779297,186.40289306640625,2.447683095932007 | -8.511433601379395,4.146895885467529,0.20507700741291046 | 0.04341492801904678,0.4052117168903351,5.6680989265441895 | -2.6022658348083496,0.019440457224845886,0.39121687412261963
30.699045181274414 | 194.3924560546875,188.4866180419922,2.5554933547973633 | -9.324652671813965,3.9891600608825684,0.21738654375076294 | -0.48095664381980896,-0.5026047825813293,5.905734539031982 | -1.2314321994781494,-0.448078453540802,0.3024866580963135
31.202328205108643 | 189.52297973632812,190.45388793945312,2.669421434402466 | -10.002994537353516,3.677696943283081,0.22251218557357788 | 0.07902045547962189,0.2746393382549286,6.070075511932373 | -1.6500962972640991,-0.9079959392547607,-0.01915191486477852
31.707976579666138 | 184.39071655273438,192.2200927734375,2.7701776027679443 | -10.229569435119629,3.1490273475646973,0.14059185981750488 | -0.5436212420463562,-1.4006575345993042,6.081629753112793 | -0.030606653541326523,-1.1356123685836792,0.05371212214231491
32.20963406562805 | 179.57997131347656,193.6005401611328,2.8283095359802246 | -8.804675102233887,2.218226909637451,0.04625147581100464 | 0.028869327157735825,-1.1405950784683228,5.117753505706787 | 2.1939170360565186,-1.5036022663116455,-0.18571661412715912
32.71496891975403 | 175.25462341308594,194.61782836914062,2.8367278575897217 | -8.502863883972168,1.7549232244491577,-0.014365296810865402 | 0.1083790510892868,-0.21997737884521484,4.6895670890808105 | -0.21688254177570343,-0.8134580850601196,-0.15073630213737488
33.22161293029785 | 170.9297637939453,195.44284057617188,2.8167343139648438 | -8.69156265258789,1.4149932861328125,-0.07556995004415512 | -0.141573965549469,-0.5028034448623657,4.884444236755371 | -0.5187820792198181,-0.7837014198303223,-0.10666827857494354
33.723867416381836 | 166.52618408203125,196.0885772705078,2.768310785293579 | -8.79368782043457,1.0376824140548706,-0.1390008181333542 | -0.10642260313034058,-0.795908510684967,5.015940189361572 | -0.10187891870737076,-0.7258390784263611,-0.2929883301258087
34.22413754463196 | 161.89202880859375,196.55743408203125,2.6806509494781494 | -9.958808898925781,0.7207744717597961,-0.2057645171880722 | -0.2542015612125397,-0.04211249202489853,5.73751974105835 | -1.9860941171646118,-0.7532268166542053,-0.15570317208766937
34.72432541847229 | 156.6808319091797,196.8416290283203,2.560797691345215 | -10.783883094787598,0.30499792098999023,-0.24517938494682312 | 0.3915840685367584,0.2215520143508911,4.753854751586914 | -1.4443248510360718,-0.8445350527763367,-0.5327451229095459
35.229071378707886 | 151.0751953125,196.9385528564453,2.4317197799682617 | -11.432823181152344,0.023101432248950005,-0.2539897859096527 | 0.29934531450271606,0.0028402458410710096,2.490654706954956 | -1.0046041011810303,-0.35939380526542664,-0.012705004774034023
35.73372721672058 | 145.2138671875,196.91566467285156,2.3030824661254883 | -11.633688926696777,-0.14406496286392212,-0.2585952579975128 | 0.20080578327178955,-0.261129766702652,1.3621323108673096 | -0.02318495325744152,-0.22358721494674683,-0.0010465430095791817
36.23766255378723 | 139.69662475585938,196.82827758789062,2.1862409114837646 | -9.967041015625,-0.21634843945503235,-0.22176653146743774 | 0.10101579874753952,-0.2011987715959549,0.89704829454422 | 2.4624452590942383,-0.0990394651889801,0.055677708238363266
36.745816707611084 | 134.87693786621094,196.71249389648438,2.075878620147705 | -9.420166015625,-0.25560346245765686,-0.20956240594387054 | 0.11772017180919647,0.6091554164886475,0.4456779658794403 | 0.1232074648141861,-0.02456827647984028,0.002993083093315363
37.25172758102417 | 130.05906677246094,196.5863494873047,1.9667625427246094 | -9.444223403930664,-0.22589440643787384,-0.21012763679027557 | 0.2075948864221573,0.1462527960538864,-0.5779376029968262 | -0.1942906379699707,0.16464807093143463,-0.0052576567977666855
37.75239539146423 | 125.33021545410156,196.4910430908203,1.861355185508728 | -9.494644165039062,-0.13319231569766998,-0.21125295758247375 | 0.12070664763450623,-0.007735886611044407,-1.2015559673309326 | -0.08761021494865417,0.24627071619033813,-0.0023886640556156635
38.25526809692383 | 120.29476928710938,196.43960571289062,1.7457793951034546 | -10.658313751220703,-0.05557646229863167,-0.2371819019317627 | -0.026926375925540924,0.15393474698066711,-0.9001396894454956 | -1.8477553129196167,0.14052405953407288,-0.04014316946268082
38.75707745552063 | 114.7332992553711,196.422607421875,1.623111367225647 | -11.412636756896973,-0.002649812027812004,-0.2539082169532776 | -0.056616801768541336,-0.192764550447464,-0.4460222125053406 | -1.1764739751815796,0.08152668923139572,-0.025945352390408516
39.25867581367493 | 108.87538146972656,196.42816162109375,1.4933701753616333 | -12.00313663482666,0.03163789585232735,-0.26706239581108093 | -0.026903199031949043,-0.05045970156788826,-0.29502585530281067 | -0.969403862953186,0.06776436418294907,-0.021068280562758446
39.76731514930725 | 102.709716796875,196.4442138671875,1.3575539588928223 | -12.17979621887207,0.03406144678592682,-0.27098244428634644 | -0.032101817429065704,-0.232491597533226,-0.0074010491371154785 | -0.01607346348464489,0.001407860778272152,-0.00086300476687029
40.272247552871704 | 96.91264343261719,196.46243286132812,1.2346017360687256 | -10.40717887878418,0.04902662709355354,-0.23160004615783691 | 0.10900920629501343,-0.19579684734344482,-0.38662728667259216 | 3.306022882461548,0.08447298407554626,0.07340772449970245
40.77672100067139 | 91.89324951171875,196.4928436279297,1.1198008060455322 | -9.766857147216797,0.08095251768827438,-0.21729470789432526 | -0.0166385006159544,0.596138060092926,-0.38005730509757996 | 0.33951205015182495,0.04928397387266159,0.008286574855446815
41.27767729759216 | 86.99514770507812,196.5354461669922,1.008833885192871 | -9.72121810913086,0.08898205310106277,-0.2163027971982956 | -0.06024817004799843,0.15647639334201813,-0.029161173850297928 | -0.06111108139157295,-0.029052142053842545,-0.001571964705362916
41.782941579818726 | 82.07186126708984,196.57826232910156,0.898912787437439 | -9.753645896911621,0.07765081524848938,-0.21702027320861816 | -0.03521506488323212,0.014793021604418755,0.1627378910779953 | -0.06813304871320724,-0.03176484256982803,-0.0016182669205591083
42.28690242767334 | 76.91228485107422,196.61383056640625,0.7805348038673401 | -10.916848182678223,0.05451709032058716,-0.24293868243694305 | -0.057208895683288574,0.1395747810602188,0.42096078395843506 | -1.3123118877410889,-0.05131356045603752,-0.028907719999551773
42.79167914390564 | 71.21366882324219,196.63287353515625,0.6548538208007812 | -11.652936935424805,0.012288362719118595,-0.2592523396015167 | -0.005619518458843231,-0.19565674662590027,0.430605947971344 | -1.2670828104019165,-0.07139971852302551,-0.027917984873056412
43.29709267616272 | 65.1573257446289,196.63218688964844,0.5206992030143738 | -12.232426643371582,-0.022293876856565475,-0.2721603214740753 | 0.009690149687230587,-0.04901574179530144,0.31859809160232544 | -1.084308385848999,-0.06178295984864235,-0.02407907135784626
43.799525022506714 | 58.948387145996094,196.61720275878906,0.38392138481140137 | -12.38105297088623,-0.03753875195980072,-0.27545034885406494 | 0.05978809669613838,-0.21306835114955902,0.0473170131444931 | -0.013201993890106678,-0.0040793693624436855,-6.805151497246698e-05
44.30279874801636 | 53.11478042602539,196.60313415527344,0.2650860548019409 | -10.541699409484863,-0.004279645625501871,-0.20049265027046204 | 0.16046950221061707,0.40603163838386536,-0.5028127431869507 | 2.8276305198669434,0.0944521427154541,0.1511712670326233
44.808446407318115 | 47.999446868896484,196.6097869873047,0.17010559141635895 | -9.883646011352539,0.04292866960167885,-0.15524542331695557 | 0.05485125631093979,1.1224311590194702,-0.5710639953613281 | 0.4380723536014557,0.07723681628704071,0.00401301309466362
45.31062030792236 | 43.06435012817383,196.637451171875,0.09782813489437103 | -9.777627944946289,0.07161300629377365,-0.1213923916220665 | -0.06547816097736359,0.3323289155960083,-0.25113365054130554 | 0.06827501952648163,0.028144102543592453,0.04512493312358856
45.81367826461792 | 38.17962646484375,196.6741180419922,0.04642806947231293 | -9.74789810180664,0.0752800703048706,-0.07506071031093597 | -0.04820223152637482,0.4498249292373657,0.005447285249829292 | 0.07682586461305618,-0.02240295521914959,0.07968278974294662
46.31636309623718 | 33.047691345214844,196.71044921875,0.008046607486903667 | -10.831461906433105,0.062469374388456345,-0.05011126399040222 | -0.055339183658361435,0.7213714718818665,0.31931576132774353 | -1.6845049858093262,-0.04630274698138237,0.0008149968925863504
46.818031787872314 | 27.43279457092285,196.73495483398438,-0.007594642695039511 | -11.488747596740723,0.026945695281028748,-0.006893276236951351 | -0.007604236248880625,0.05444251745939255,0.3944098949432373 | -1.1089764833450317,-0.07157264649868011,0.13890740275382996
47.31881666183472 | 21.544721603393555,196.74221801757812,-0.006922225933521986 | -11.816974639892578,-0.0024621053598821163,0.0021181637421250343 | 0.03456883504986763,-0.35572299361228943,0.23317712545394897 | -0.012324990704655647,-0.04368918016552925,-0.008922255598008633
47.82446336746216 | 15.60338306427002,196.73855590820312,-0.005094566382467747 | -11.726470947265625,-0.012202424928545952,0.0001888810220407322 | 0.044786375015974045,-0.077534519135952,0.0335284098982811 | 0.17243605852127075,-0.0028031091205775738,-0.0006451919907703996
48.33466958999634 | 10.13315486907959,196.735107421875,0.001254501286894083 | -9.610260963439941,0.011109735816717148,-3.313693014206365e-05 | 0.16576550900936127,-0.13711655139923096,-0.4154053330421448 | 2.9285266399383545,0.08930280804634094,0.0005406260606832802
48.84235644340515 | 5.494890213012695,196.74798583984375,-0.002771263010799885 | -8.94806957244873,0.053085893392562866,1.6887566744117066e-05 | 0.07840552181005478,0.7161832451820374,-0.6167005896568298 | 0.2195834070444107,0.059643764048814774,-0.00015885208267718554
49.35001087188721 | 0.9193710088729858,196.77940368652344,-0.005048713646829128 | -8.979426383972168,0.07448095828294754,-7.905127858975902e-06 | -0.07856451719999313,0.16613027453422546,-0.19468823075294495 | -0.235398530960083,-0.043068915605545044,0.00013508459960576147
49.852030754089355 | -3.592914342880249,196.81649780273438,-0.0050202179700136185 | -8.948671340942383,0.07321951538324356,2.9561581413872773e-06 | -0.035602618008852005,-0.04403705149888992,0.028449276462197304 | 0.13360902667045593,-0.06139368936419487,-4.859533510170877e-05
50.36012816429138 | -8.40456485748291,196.85142517089844,-0.00864154752343893 | -10.105621337890625,0.05733313784003258,-3.724740236066282e-05 | -0.04359741508960724,0.03693912550806999,0.3403034508228302 | -1.609580636024475,-0.05069532245397568,0.00041252514347434044
50.86378049850464 | -13.609622955322266,196.87252807617188,-0.00616046879440546 | -10.356789588928223,0.020609604194760323,3.56157252099365e-05 | 0.013716082088649273,-0.533599853515625,0.36299607157707214 | 0.4326397776603699,-0.08762694150209427,-4.7518191422568634e-05
51.36540675163269 | -18.73761558532715,196.87794494628906,-0.004472083877772093 | -10.092302322387695,-0.00275134714320302,2.6128423087357078e-06 | 0.03764985129237175,-0.10618725419044495,0.21103055775165558 | 0.5715460181236267,-0.019257085397839546,-5.5612345022382215e-05
51.8685736656189 | -23.74624252319336,196.87542724609375,-0.004764137323945761 | -9.97075080871582,-0.005209147930145264,-4.51031701231841e-06 | 0.06745518743991852,0.06632453203201294,-0.07230501621961594 | 0.17111408710479736,-0.0028829078655689955,1.941250593517907e-05
52.37485194206238 | -28.3528995513916,196.87655639648438,0.000708351144567132 | -8.007811546325684,0.01779809221625328,-1.8423488654661924e-05 | 0.043233513832092285,0.24541185796260834,-0.3471328318119049 | 2.3044025897979736,0.08090221136808395,0.0004777861468028277
52.87890100479126 | -32.277889251708984,196.89361572265625,-0.003981666639447212 | -7.792097091674805,0.05272449925541878,-2.8798760922654765e-06 | -0.03207699954509735,0.6538835167884827,-0.3816870152950287 | -0.3355683982372284,0.04496330767869949,-0.0002379134821239859
53.38398814201355 | -36.30756378173828,196.92152404785156,-0.005811347626149654 | -8.061294555664062,0.05471555143594742,-6.780307103326777e-06 | -0.14767466485500336,0.09741254895925522,0.10291288793087006 | -0.5087580680847168,-0.06846652179956436,6.587740062968805e-05
53.88518214225769 | -40.41775131225586,196.93980407714844,-0.005968932993710041 | -8.329242706298828,-0.0023892722092568874,-3.5808459415420657e-06 | -0.2127441167831421,-0.010106151923537254,0.9520686864852905 | -0.5503387451171875,-0.3067842423915863,3.215336619177833e-05
54.38978576660156 | -44.66138458251953,196.8546600341797,-0.00581294996663928 | -8.50644302368164,-0.5626447200775146,-0.00016558684001211077 | -1.799231767654419,-0.15891164541244507,9.586039543151855 | -0.05034742131829262,-1.2651783227920532,-0.0005430784658528864
54.897937059402466 | -48.91207504272461,196.343505859375,-0.0049606324173510075 | -8.252016067504883,-1.7444736957550049,-0.00019174983026459813 | -0.5298717021942139,-0.23442792892456055,16.065147399902344 | 0.653442919254303,-1.77959406375885,0.0006710716406814754
55.401193380355835 | -52.98520278930664,195.27047729492188,-0.004571151454001665 | -7.769827842712402,-2.797319173812866,6.449283682741225e-05 | 0.23180969059467316,0.07121335715055466,15.105204582214355 | 0.8011815547943115,-1.5130796432495117,0.0002163816534448415
