Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
5280 | 176.0000091791153 | 168.74713134765625,187.59036254882812,0.2070063352584839 | -3.1397972106933594,0.0642644464969635,3.8140612446113664e-07 | 271.2 | 0.001100087771192193,0.13864998519420624,0.002941291779279709 | 0.978205144405365,-0.02274043671786785,2.8033347916789353e-05 | 0,0
5290 | 176.33334252983332 | 168.174560546875,187.60267639160156,0.20537547767162323 | -0.00017885759007185698,4.9612073780735955e-05,5.110842266731197e-06 | 0 | -0.0020370373968034983,0.316739022731781,-0.0007627596496604383 | 3.9294261932373047,-0.09326384216547012,-4.4624532165471464e-05 | 0,0
5300 | 176.66667588055134 | 168.17503356933594,187.60267639160156,0.20616286993026733 | 9.224940731655806e-05,-2.6447549316799268e-05,-2.421929139018175e-06 | 0 | -0.00016255305672530085,-0.22553549706935883,-4.999467819288839e-06 | -0.0003259014629293233,7.723453745711595e-05,6.464833859354258e-05 | 0,0
5310 | 177.00000923126936 | 168.17523193359375,187.60267639160156,0.20648714900016785 | 3.0264798624557443e-05,7.638979582225147e-07,-2.0214527012285544e-06 | 0 | -4.040763451484963e-05,-0.07116223871707916,9.070994337889715e-07 | -0.00011424462718423456,2.7051587494497653e-06,-3.4326578770560445e-06 | 0,0
5320 | 177.33334258198738 | 168.17529296875,187.60267639160156,0.2065904587507248 | 8.546894605387934e-06,1.6222662679865607e-07,-5.530388875740755e-07 | 0 | -5.6234068324556574e-05,-0.019950106739997864,1.0703286079660757e-07 | -2.087786742777098e-05,-2.296078918107014e-07,-9.153746759693604e-06 | 0,0
5330 | 177.6666759327054 | 168.17530822753906,187.60267639160156,0.20662254095077515 | 2.088075007122825e-06,1.738129995487725e-08,-2.6698430133365036e-07 | 0 | 2.2972071747062728e-05,-0.004896067548543215,1.0371305592116187e-07 | 1.9331239400344202e-06,3.274973039424367e-07,-2.3456475901184604e-05 | 0,0
5340 | 178.00000928342342 | 168.17532348632812,187.60267639160156,0.2066321074962616 | 3.218334256871458e-07,-2.55326995102223e-08,4.386170644465892e-07 | 0 | -3.440030195633881e-05,-0.0007798629230819643,-1.0293036467601269e-07 | 9.655002031649929e-06,-7.659809284632502e-07,1.3158511137589812e-05 | 0,0
5350 | 178.33334263414145 | 168.17532348632812,187.60267639160156,0.20663447678089142 | 2.0897525132568262e-07,5.27605692468569e-09,-4.386170644465892e-07 | 0 | 4.1587918531149626e-05,-0.0004810129466932267,1.1643979291875439e-07 | -8.009452017176955e-07,-2.74365532959564e-07,5.72109183849534e-06 | 0,0
5360 | 178.66667598485947 | 168.17532348632812,187.60267639160156,0.20663447678089142 | 6.732713586643513e-08,5.4958717576880645e-09,-4.1954677953981445e-07 | 0 | 3.5573805234889733e-06,-0.00015772785991430283,1.2951533179261787e-08 | -1.249210725973171e-07,-6.0549893987627e-08,-2.002382097998634e-05 | 0,0
5370 | 179.0000093355775 | 168.17532348632812,187.60267639160156,0.20663554966449738 | 2.065838877740589e-08,1.9316980015560148e-08,1.5256246399530937e-07 | 0 | -1.9769800928770564e-05,-4.6339289838215336e-05,-4.315547386113394e-08 | 9.986730731270654e-08,3.9465152212869725e-07,-1.9451712432783097e-05 | 0,0
5380 | 179.3333426862955 | 168.17532348632812,187.60267639160156,0.20663554966449738 | 2.1243209413768227e-09,-2.2343041194972102e-08,2.479139880051662e-07 | 0 | -7.3421404522378e-05,-1.9416319219089928e-08,-2.0118382337841467e-07 | -2.405263614946307e-07,-5.345902991393814e-07,7.437419299094472e-06 | 0,0
