Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
336 | 11.200000584125519 | 100.33079528808594,191.6275177001953,0.2132776528596878 | 2.0472054481506348,0.012645327486097813,2.6507726943236776e-05 | 89.6 | -0.0021220229100435972,-1.4296542406082153,-0.08080769330263138 | 3.485612630844116,0.016790682449936867,-0.0004611200711224228 | 0,0
376 | 12.533333986997604 | 103.24794006347656,191.64320373535156,0.21276366710662842 | 2.016057014465332,0.007788000162690878,1.20333634185954e-05 | 89.8 | -0.005080520175397396,-1.2312642335891724,-0.10512275993824005 | 3.5598526000976562,0.007575214374810457,-0.00023227630299516022 | 0,0
419 | 13.966667395085096 | 105.55609130859375,191.65045166015625,0.21525385975837708 | -0.002081436337903142,4.951681330567226e-05,4.7122728574322537e-05 | 0 | -0.004353391472250223,-0.8075679540634155,4.3998443288728595e-05 | 0.00818668119609356,-0.0001490185532020405,-0.00027575663989409804 | 0,0
461 | 15.366667468100786 | 105.5570297241211,191.65045166015625,0.2135370522737503 | -5.814449195895577e-06,5.183622775462027e-08,-1.4302730733106728e-06 | 0 | -2.403454163868446e-05,-0.002192434621974826,6.929852958137417e-08 | 4.905882178718457e-06,7.616883408445574e-07,-2.174014844058547e-05 | 0,0
503 | 16.766667541116476 | 106.02204895019531,191.65200805664062,0.20970024168491364 | 1.8810787200927734,-0.00015666760737076402,-3.407863914617337e-05 | 90.0 | -0.004210545215755701,-0.4093724489212036,-0.09226865321397781 | 3.3501181602478027,-0.013461395166814327,4.405235449667089e-05 | 0,0
542 | 18.06666760891676 | 109.275390625,191.64984130859375,0.21269015967845917 | 2.6802449226379395,-0.005197318736463785,-1.3349215350899613e-06 | 90.1 | -0.007691874168813229,-0.7334659099578857,-0.09878682345151901 | 2.239515542984009,-0.003923861775547266,-8.581636939197779e-05 | 0,0
584 | 19.46666768193245 | 114.87837982177734,191.63580322265625,0.21291057765483856 | 4.670288562774658,-0.014775141142308712,3.4517256608523894e-06 | 90.2 | 0.006385980173945427,0.2997190058231354,-0.03721737116575241 | -0.21393297612667084,0.0025232320185750723,-3.718709558597766e-05 | 0,0
625 | 20.833334419876337 | 121.16895294189453,191.6151885986328,0.21340957283973694 | 4.623693466186523,-0.014895661734044552,-1.6019057511584833e-06 | 90.2 | 7.056326012389036e-06,0.0014025709824636579,-0.0010816467693075538 | 0.04755019769072533,-0.00016856005822774023,1.4302733688964508e-05 | 0,0
667 | 22.233334492892027 | 127.67721557617188,191.63079833984375,0.21351633965969086 | 4.64907169342041,0.3617986738681793,-4.5139415306039155e-05 | 85.6 | 0.27630650997161865,0.01747620664536953,9.26401424407959 | 0.21985529363155365,-1.0450117588043213,1.1442279173934367e-05 | 0,0
706 | 23.53333456069231 | 131.59365844726562,195.31710815429688,0.21537593007087708 | 0.43945589661598206,4.622100830078125,-6.634560122620314e-05 | 5.4 | -0.21886692941188812,-0.4790951609611511,56.682373046875 | -4.275338172912598,0.9023522734642029,0.00346755376085639 | 0,0
