Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
12320 | 410.66668808460236 | 99.06822967529297,191.67919921875,0.2182188332080841 | 2.4556386470794678,-0.010585973039269447,-0.0032596304081380367 | 90.2 | 0.031019262969493866,6.297150611877441,0.5521432161331177 | -19.154848098754883,0.07397900521755219,0.061707694083452225 | 0,0
12330 | 411.0000214353204 | 99.21016693115234,191.67823791503906,0.2219395786523819 | -0.006516836583614349,0.00012045025505358353,0.001430406584404409 | 0 | -0.006656303070485592,-3.620068311691284,0.0012012871447950602 | -0.010373372584581375,-0.00012117240839870647,0.001808440894819796 | 0,0
12340 | 411.3333547860384 | 99.52153015136719,191.6778106689453,0.20753364264965057 | 1.69391930103302,-0.004424337763339281,0.0002445576246827841 | 90.1 | -0.0013186088763177395,-2.2723007202148438,-0.13510850071907043 | 4.521674633026123,-0.01372518390417099,-0.0033817370422184467 | 0,0
12350 | 411.6666881367564 | 100.34226989746094,191.67601013183594,0.2043115198612213 | 3.1290438175201416,-0.011096703819930553,-2.3456477720174007e-05 | 90.2 | -0.01717934012413025,-0.228294238448143,-0.24513955414295197 | 4.201647758483887,-0.053401269018650055,0.0001029796403599903 | 0,0
12360 | 412.00002148747444 | 101.4658203125,191.6727294921875,0.20961177349090576 | 2.5011327266693115,-0.010164479725062847,0.00014827163249719888 | 90.2 | 0.016976453363895416,4.993070125579834,-0.22202277183532715 | -11.946064949035645,0.02701277658343315,-0.00013501803914550692 | 0,0
12370 | 412.33335483819246 | 101.77379608154297,191.67198181152344,0.21646319329738617 | 0.8840540647506714,-0.004178239498287439,0.00016062920622061938 | 0 | -0.017239203676581383,-3.888411045074463,-0.19959647953510284 | 5.874835014343262,-0.03125825151801109,0.00387203530408442 | 0,0
12380 | 412.6666881889105 | 102.31106567382812,191.66957092285156,0.20779116451740265 | 1.8489840030670166,-0.00897333025932312,-6.064357421564637e-06 | 90.3 | 0.006224133539944887,0.06801087409257889,-0.08069127798080444 | -0.03243684396147728,0.0004539359069894999,-5.206192872719839e-05 | 0,0
12390 | 413.0000215396285 | 102.92426300048828,191.66673278808594,0.209278866648674 | 1.8371970653533936,-0.009830838069319725,3.261022357037291e-06 | 90.3 | -0.005525857210159302,0.32159245014190674,-0.0838916152715683 | -0.035948749631643295,-0.009243198670446873,-3.318233575555496e-05 | 0,0
12400 | 413.3333548903465 | 103.6012954711914,191.6633758544922,0.2078627347946167 | 2.5091307163238525,-0.01385981310158968,-2.4162078261724673e-05 | 90.3 | -0.008363417349755764,-1.1619994640350342,-0.07747761160135269 | 3.8805768489837646,-0.03600432351231575,-0.0001029796403599903 | 0,0
12410 | 413.66668824106455 | 104.65423583984375,191.6578826904297,0.20596683025360107 | 3.390747547149658,-0.01921539381146431,1.0603091141092591e-05 | 90.3 | 0.005809687543660402,1.5404846668243408,-0.1257142722606659 | -3.9357516765594482,0.013837459497153759,0.0011287714587524533 | 0,0
12420 | 414.00002159178257 | 105.2408447265625,191.6544647216797,0.2177305519580841 | 0.761627733707428,-0.00417895196005702,-0.00017767805547919124 | 0 | -0.0016937521286308765,-0.5581341981887817,0.00655328156426549 | 7.432105541229248,-0.03388326242566109,0.002101356629282236 | 0,0
12430 | 414.3333549425006 | 105.79719543457031,191.6514434814453,0.20760414004325867 | 2.3605847358703613,-0.012999455444514751,-9.6877165560727e-06 | 90.3 | 0.004813740495592356,-1.907564401626587,-0.01800803653895855 | 4.340042591094971,-0.01703188568353653,-0.0011024543782696128 | 0,0
12440 | 414.6666882932186 | 106.53289794921875,191.64773559570312,0.21253784000873566 | 1.0410192012786865,-0.004974593408405781,7.589982487843372e-06 | 90.3 | 0.041572339832782745,4.291592121124268,-0.8820688128471375 | -11.092031478881836,0.08507660776376724,-0.0011905591236427426 | 0,0
12450 | 415.00002164393663 | 106.55382537841797,191.64794921875,0.21492664515972137 | -0.003550881752744317,-3.092698170803487e-05,0.00011583304876694456 | 0 | -0.0037088000681251287,-1.7008206844329834,0.00037277626688592136 | 0.0004354817501734942,-0.00037839586730115116,0.0005406434065662324 | 0,0
12460 | 415.33335499465466 | 106.55599975585938,191.64794921875,0.21104419231414795 | -0.0012115275021642447,-2.1442549041239545e-05,1.584742494742386e-05 | 0 | -7.724598981440067e-05,-0.5405699014663696,4.9679245421430096e-05 | 0.00589146139100194,0.00010975528857670724,-0.0002099640405504033 | 0,0
12470 | 415.6666883453727 | 106.55646514892578,191.64794921875,0.21025294065475464 | -0.00020943902200087905,7.682539262532373e-07,-2.707983639993472e-06 | 0 | -0.0002717581810429692,-0.09194744378328323,1.1559184258658206e-06 | -9.853537630988285e-05,-8.669679118611384e-06,1.7163255279228906e-06 | 0,0
12480 | 416.0000216960907 | 106.5566177368164,191.64794921875,0.21005034446716309 | -3.7112458812771365e-05,1.4162387174110336e-07,-8.581638439864037e-07 | 0 | -7.238041143864393e-05,-0.016193049028515816,-3.1107720133149996e-07 | -0.00035471763112582266,-4.074923253938323e-06,-2.0595929527189583e-05 | 0,0
12490 | 416.3333550468087 | 106.55665588378906,191.64794921875,0.20999152958393097 | -2.2745978640159592e-05,2.9563469894355876e-08,-1.4302730733106728e-06 | 0 | -1.6765428881626576e-05,-0.009953532367944717,2.2754959161375155e-07 | 0.000100387966085691,-4.221759354550159e-06,2.2884363716002554e-05 | 0,0
12500 | 416.66668839752674 | 106.55667114257812,191.64794921875,0.20997749269008636 | -7.011681645963108e-06,-1.079293170391793e-07,-1.0488669204278267e-06 | 0 | 3.19488717650529e-05,-0.003066572593525052,7.613266461703461e-08 | 2.268394746351987e-05,-3.5274010770081077e-06,1.4874838598188944e-05 | 0,0
12510 | 417.00002174824476 | 106.55667877197266,191.64794921875,0.20997348427772522 | -2.0160305211902596e-06,3.565831363516736e-08,-1.620976036065258e-06 | 0 | -1.917267218232155e-05,-0.0008811354055069387,1.0291987706523287e-08 | 4.6793634282948915e-06,-1.2094536714357673e-06,7.437420663336525e-06 | 0,0
