Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
419 | 13.966667395085096 | 136.27700805664062,221.09011840820312,0.21499782800674438 | -0.10768581181764603,-5.217939853668213,-1.353991819996736e-06 | 181.2 | -0.021627213805913925,-0.09984681755304337,0.3554520010948181 | 0.020984260365366936,-0.014977454207837582,2.8605460101971403e-05 | 0,0
461 | 15.366667468100786 | 136.10618591308594,213.74037170410156,0.2149142473936081 | -0.13489390909671783,-5.270632266998291,1.3158512501831865e-06 | 181.5 | 0.006399958394467831,-0.030647724866867065,1.191467523574829 | -0.035454776138067245,-0.007638930808752775,1.6591169696766883e-05 | 0,0
503 | 16.766667541116476 | 136.03184509277344,210.1818084716797,0.21718451380729675 | -0.00018959786393679678,0.004923983011394739,0.000217191714909859 | 0 | -1.2611324787139893,-0.013036470860242844,0.0005037608207203448 | 0.0002624797052703798,-0.02209600806236267,-0.0020521555561572313 | 1,6
542 | 18.06666760891676 | 136.03189086914062,210.18020629882812,0.214577779173851 | -2.103597580571659e-07,1.2622242138604634e-05,-1.0488669204278267e-06 | 0 | -0.003134226193651557,-6.034198304405436e-05,-5.886795975129644e-07 | -5.414147835836047e-06,5.899369716644287e-05,-6.865312570880633e-06 | 1,6
584 | 19.46666768193245 | 136.03189086914062,210.18019104003906,0.21456527709960938 | 8.374355786600063e-08,1.0654064652726447e-07,-1.0107263506142772e-06 | 0 | -2.632272480695974e-05,2.4404160285484977e-05,-6.351334036480694e-08 | 2.5125823412963655e-06,2.655620505720435e-07,-1.3158512956579216e-05 | 1,6
625 | 20.833334419876337 | 136.03189086914062,210.18019104003906,0.21456527709960938 | -7.524939782399542e-09,-3.182128338607981e-08,-8.772341288931784e-07 | 0 | 7.896341230662074e-06,-1.92976631296915e-06,6.215151948651965e-09 | -1.8743301097856602e-06,-2.2683314000460086e-06,-8.009527846297715e-06 | 1,6
667 | 22.233334492892027 | 136.03189086914062,210.18019104003906,0.21456527709960938 | -1.3278588006926384e-08,4.737337189197888e-10,-2.288436888875367e-07 | 0 | -1.3057243108960392e-07,-3.861467575916322e-06,9.076006612929177e-09 | -1.2435515372999362e-07,8.03909028235239e-09,-2.288436689923401e-06 | 1,6
706 | 23.53333456069231 | 136.03189086914062,210.18019104003906,0.21456527709960938 | 8.377172733275984e-09,4.4718482250516445e-09,-3.0512492799061874e-07 | 0 | -1.1008319233951624e-06,2.454569539622753e-06,-6.060903778859483e-09 | 6.128158958063068e-08,3.3495631157620664e-08,-2.2884369172970764e-06 | 1,6
749 | 24.966667968779802 | 136.03189086914062,210.18019104003906,0.21456527709960938 | -2.589342251724247e-08,-1.4399144987464751e-08,-8.009528755792417e-07 | 0 | 3.430254764680285e-06,-8.81277082953602e-06,2.1767881719370052e-08 | -4.593958692566957e-06,-1.1287697816442233e-06,2.2884373720444273e-06 | 1,6
790 | 26.33333470672369 | 136.03189086914062,210.18019104003906,0.21456527709960938 | -3.872466347587533e-09,4.066165806837496e-11,-5.7210922221884175e-08 | 0 | -1.1551563261491538e-08,-9.79401534095814e-07,2.280011290878292e-09 | 2.0095770025818638e-07,1.092884986064746e-06,2.6317022275179625e-05 | 1,6
