Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
8008 | 266.93334725499153 | 136.30516052246094,223.30921936035156,0.26045721769332886 | -0.01045085396617651,-1.226178526878357,0.0005039137904532254 | 180.5 | 1.8621571063995361,0.018430640920996666,-0.3898109495639801 | 0.10734207928180695,-2.7904841899871826,-0.0021133709233254194 | 0,0
8048 | 268.2666806578636 | 136.26698303222656,220.45843505859375,0.26181837916374207 | -0.029627425596117973,-1.8642414808273315,2.2903437638888136e-05 | 180.9 | 1.5425945520401,-0.027754731476306915,-0.2630193829536438 | -0.04232586920261383,-3.2273480892181396,-0.00011842668027384207 | 0,0
8088 | 269.6000140607357 | 136.214599609375,217.11866760253906,0.2594970762729645 | -0.0026763579808175564,-0.17179454863071442,-8.059111860347912e-05 | 0 | -2.5058634281158447,0.03772643953561783,-0.00840742327272892 | 0.2122948318719864,14.29239273071289,-0.0007832174305804074 | 0,0
8128 | 270.9333474636078 | 136.2146453857422,217.12152099609375,0.2620786130428314 | 4.6270685061244876e-07,2.9957684091641568e-05,-6.102498559812375e-07 | 0 | 0.015478920191526413,-0.00021882280998397619,-6.98090047990263e-08 | -2.184400273108622e-06,-1.7172804291476496e-05,1.6591166058788076e-05 | 0,0
8165 | 272.16668086126447 | 136.2146453857422,217.1215362548828,0.26209747791290283 | 3.769892842342415e-09,3.036408031675819e-07,-5.7210922221884175e-08 | 0 | 0.0001583484117873013,-1.7585274463272071e-06,-4.2545713618835634e-09 | -1.1548044653864054e-07,2.283006097059115e-06,-1.0870074220292736e-05 | 0,0
8206 | 273.53334759920835 | 136.2146453857422,217.1215362548828,0.26209747791290283 | -1.2022851159088077e-08,1.65182552080978e-08,5.14898317760526e-07 | 0 | 7.830944014131092e-06,-5.462506578624016e-06,-2.0460730332239052e-10 | -8.795761345936626e-07,1.0927116989023489e-07,1.1442186860222137e-06 | 0,0
8245 | 274.83334766700864 | 136.2146453857422,217.1215362548828,0.26209747791290283 | -2.868687509760548e-10,-4.932677377667005e-09,3.432655262258777e-07 | 0 | -2.5405895485164365e-06,3.499945933072013e-08,-3.299761852648686e-11 | 6.996821610982806e-08,1.2015934025555453e-08,1.1442178902143496e-06 | 0,0
8285 | 276.1666810698807 | 136.2146453857422,217.1215362548828,0.26209747791290283 | -3.0209959533955555e-10,2.6874849012870072e-09,5.721092293242691e-07 | 0 | 1.3851530411557178e-06,-7.982181671195576e-08,-5.992941559673781e-11 | 8.935316486713418e-08,-1.0221555823974882e-09,1.1442186860222137e-06 | 0,0
8322 | 277.4000144675374 | 136.2146453857422,217.1215362548828,0.26209747791290283 | -3.407124582466281e-09,-1.906036439791592e-09,5.530388875740755e-07 | 0 | -9.860566478891997e-07,1.4703995248055435e-06,3.9451466399276214e-11 | -7.204716467867911e-08,9.766540465250273e-09,2.2884357804286992e-06 | 0,0
8363 | 278.7666812054813 | 136.2146453857422,217.1215362548828,0.26209747791290283 | -3.765615375073139e-09,2.0423082669474013e-10,1.3349215066682518e-07 | 0 | 9.212474338937682e-08,1.49905213220336e-06,3.307042834022056e-11 | -5.233840383311872e-08,-3.2762790258544783e-09,1.7163274605991319e-06 | 0,0
8403 | 280.1000146083534 | 136.2146453857422,217.1215362548828,0.26209747791290283 | 3.73504649431311e-09,3.675093118715722e-09,1.9070306223056832e-07 | 0 | 1.911758772621397e-06,-1.3172526678317809e-06,-5.224526540559271e-12 | -3.5298961531537998e-09,1.8251579803063578e-08,1.7163272332254564e-06 | 0,0
