Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
5933 | 197.7666769810021 | 165.80889892578125,187.5812225341797,0.22603446245193481 | -2.405806303024292,-0.04503510519862175,6.0243102780077606e-05 | 268.9 | 0.004062466789036989,-0.16525311768054962,-0.3548654615879059 | -2.7253243923187256,-0.03735355660319328,-0.00039818795630708337 | 0,0
5974 | 199.13334371894598 | 162.86767578125,187.539794921875,0.22614413499832153 | -2.6579432487487793,-0.02016727440059185,1.3158512501831865e-06 | 269.6 | 0.0004753422108478844,-0.056473422795534134,-0.5311254858970642 | -2.569298505783081,-0.010546277277171612,8.06673924671486e-05 | 0,0
6017 | 200.56667712703347 | 161.26327514648438,187.52908325195312,0.2257307767868042 | 1.3036262316745706e-05,-3.130296136077959e-06,-4.576873777750734e-07 | 0 | 0.0005193193792365491,-0.030280061066150665,-3.303412370314618e-07 | 0.0004937001504004002,-8.159389835782349e-05,2.288436689923401e-06 | 0,0
6056 | 201.86667719483376 | 161.26345825195312,187.52908325195312,0.22587348520755768 | 6.21113429133402e-07,1.725974385635709e-08,-3.623358395543619e-07 | 0 | 3.385678064660169e-05,-0.0012948241783306003,-1.2339830846030964e-07 | -2.0119141481700353e-06,-1.044574332809134e-06,2.86054591924767e-06 | 0,0
6097 | 203.23334393277764 | 161.26345825195312,187.52908325195312,0.2258753925561905 | -1.3328260717315743e-09,-9.940899659000024e-09,-7.05601394201949e-07 | 0 | 0.00011811632430180907,4.720829110738123e-06,-3.469730613936406e-10 | -1.4632252742785568e-08,-1.0965836594323264e-07,-2.2884373720444273e-06 | 0,0
6137 | 204.56667733564973 | 161.26345825195312,187.52908325195312,0.2258753925561905 | -1.7038359612087106e-10,1.0873986155957027e-09,-3.814061599882734e-08 | 0 | 1.440281607756333e-06,3.912340957867855e-07,3.508248552774873e-11 | -5.111507661581527e-09,3.26219549151574e-08,-1.1442184586485382e-06 | 0,0
6177 | 205.90001073852181 | 161.26345825195312,187.52908325195312,0.2258753925561905 | -5.465362828971365e-09,-3.090714884024237e-08,1.1442184444376835e-07 | 0 | -7.272670336533338e-05,1.3603304978460073e-05,-1.826274374783221e-11 | -1.5825074228814628e-07,-7.932317771519592e-07,8.581638212490361e-06 | 0,0
6215 | 207.1666774712503 | 161.26345825195312,187.52908325195312,0.2258753925561905 | 1.7814044683817087e-10,3.903280754169458e-10,-2.0977338976990723e-07 | 0 | -3.873505516338582e-09,-3.901711522757978e-07,-4.0293785669165416e-11 | 2.7789099910080495e-09,-2.652562614002818e-08,-2.2884369172970764e-06 | 0,0
6256 | 208.53334420919418 | 161.26345825195312,187.52908325195312,0.2258753925561905 | 5.478413833692741e-10,2.664421572262654e-08,-3.2419524131910293e-07 | 0 | 2.5127137632807717e-05,-1.1520405678311363e-06,3.862454522884917e-10 | 7.34460092743916e-09,3.2607872526568826e-06,-1.1442186860222137e-06 | 0,0
6295 | 209.83334427699447 | 161.26345825195312,187.52908325195312,0.2258753925561905 | 1.6680742898067535e-10,-1.2425821482864308e-10,-5.530388875740755e-07 | 0 | -8.675949061398569e-07,-3.4201903531538846e-07,-6.291624166099297e-11 | -1.3894172479211875e-09,-7.106406485490879e-08,-2.2884357804286992e-06 | 0,0
6335 | 211.16667767986655 | 161.26345825195312,187.52908325195312,0.2258753925561905 | 8.188198452607764e-10,1.5582438450678637e-08,-5.14898317760526e-07 | 0 | 1.449629053240642e-05,-1.6963051621132763e-06,8.283098512640308e-11 | 3.0017758945177775e-08,1.6346357369911857e-06,-1.1442186860222137e-06 | 0,0
6372 | 212.40001107752323 | 161.26345825195312,187.52908325195312,0.2258753925561905 | 3.526249570118267e-10,1.60877033916762e-09,-6.674607675449806e-07 | 0 | 5.654151209455449e-07,-7.311356853278994e-07,-1.0320576337985443e-10 | -1.3993530778577679e-09,-7.279295033413291e-08,-2.2884373720444273e-06 | 0,0
6413 | 213.76667781546712 | 161.26060485839844,187.5290985107422,0.22588187456130981 | -0.0065016732551157475,-0.00033365475246682763,-6.674607675449806e-07 | 0 | 0.001279726973734796,0.01684679463505745,0.9523793458938599 | -0.12201926857233047,0.000237401676713489,-2.2312258806778118e-05 | 0,0
6453 | 215.1000112183392 | 159.06871032714844,187.54214477539062,0.22562389075756073 | -1.244996428489685,0.010292193852365017,-1.7163276879728073e-06 | 270.5 | 0.0030980485025793314,0.6171987056732178,-0.19708369672298431 | 11.081864356994629,-0.08815322071313858,-4.405240906635299e-05 | 0,0
6493 | 216.4333446212113 | 155.5583953857422,187.57135009765625,0.22613704204559326 | -4.2404279708862305,0.035448458045721054,-5.14898317760526e-07 | 270.5 | 0.00021076550183352083,0.08146566152572632,-0.04387782886624336 | 0.10816096514463425,0.00022005288337823004,1.7163272332254564e-06 | 0,0
6529 | 217.63334468379617 | 152.2267608642578,187.60037231445312,0.22590500116348267 | -2.712970018386841,0.02374151349067688,2.0977338976990723e-07 | 270.5 | -0.0004126739513594657,-0.1396673619747162,0.029996799305081367 | -2.0972440242767334,0.016881542280316353,6.293201295193285e-06 | 0,0
6569 | 218.96667808666825 | 146.84909057617188,187.6429443359375,0.22594183683395386 | -4.699070453643799,0.03092276304960251,2.898686716434895e-06 | 270.4 | 0.0003339778049848974,0.05774086341261864,0.12341076135635376 | 0.06528853625059128,-0.014114676974713802,0.0001298687857342884 | 0,0
6609 | 220.30001148954034 | 140.3234100341797,187.71116638183594,0.22573211789131165 | -4.929591655731201,0.3412719666957855,0.0005794703611172736 | 274.0 | -0.11394250392913818,0.010275640524923801,-9.848804473876953 | 0.24679182469844818,1.8593242168426514,-0.0013404513010755181 | 0,0
6649 | 221.63334489241242 | 134.62046813964844,190.48304748535156,0.2258283942937851 | -3.2100296020507812,3.800945997238159,2.784264779620571e-06 | 319.8 | 0.06754019111394882,-0.06901811063289642,-31.293851852416992 | 0.733451783657074,0.971488893032074,7.780684973113239e-05 | 0,0
6686 | 222.8666782900691 | 132.25987243652344,196.02667236328125,0.2258407473564148 | -0.44156232476234436,5.000553131103516,-8.200231604860164e-07 | 355.0 | 0.01877245493233204,-0.1593976616859436,-24.030681610107422 | -0.1591595858335495,0.25488850474357605,-1.2586400771397166e-05 | 0,0
6726 | 224.2000116929412 | 131.96420288085938,202.7003631591797,0.22587676346302032 | 0.06001333147287369,5.051580905914307,0.016070719808340073 | 0.7 | -0.061450716108083725,0.0079401396214962,-3.861943244934082 | 0.4737145006656647,1.5925167798995972,0.4533250033855438 | 0,0
6766 | 225.53334509581327 | 132.07772827148438,209.60736083984375,0.22636809945106506 | 0.11711256951093674,5.213772296905518,-9.573294846632052e-06 | 1.3 | -0.0004959851503372192,-0.013645865023136139,-3.409182548522949 | 0.041180845350027084,0.0741720125079155,4.805714343092404e-05 | 0,0
6804 | 226.80001182854176 | 132.22718811035156,216.24415588378906,0.2263604998588562 | 0.08923564106225967,5.256197929382324,-3.623358395543619e-07 | 1.0 | -0.0006472654640674591,-0.018264630809426308,-2.2254292964935303 | -0.10610572248697281,0.024991033598780632,-2.517280518077314e-05 | 0,0
6843 | 228.10001189634204 | 132.25787353515625,218.7093048095703,0.22568854689598083 | -6.413914661607123e-07,-6.303616100922227e-05,0.00011722517956513911 | 0 | -0.13351687788963318,0.0005739421467296779,2.8785469112335704e-05 | -1.570958716001769e-06,0.00015372299822047353,-0.00032266919151879847 | 1,3
6882 | 229.40001196414232 | 132.25787353515625,218.70912170410156,0.2258739471435547 | 1.5793687468956819e-09,-5.066244170848222e-07,8.200231604860164e-07 | 0 | -0.0010572480969130993,-8.963504001258116e-07,2.1893960422403325e-07 | -2.2221497602004092e-06,1.3021109452893143e-06,-1.0297966582584195e-05 | 1,3
6921 | 230.7000120319426 | 132.25787353515625,218.70912170410156,0.22587504982948303 | 3.2175279329749173e-08,-5.16241360770664e-09,1.907030799941367e-08 | 0 | -1.1050570719817188e-05,-2.7529515136848204e-05,1.501756607957816e-09 | 3.016679954725987e-07,-6.231771720877077e-08,0.0 | 1,3
6958 | 231.93334542959929 | 132.25787353515625,218.70912170410156,0.22587504982948303 | 8.760880021441153e-09,-2.966884293797989e-09,4.576873777750734e-07 | 0 | -8.049132702581119e-06,2.3002839952823706e-05,-4.137869491493973e-10 | 4.2424634472126854e-08,3.793844793875678e-09,1.1442178902143496e-06 | 1,3
6997 | 233.23334549739957 | 132.25787353515625,218.70912170410156,0.22587504982948303 | 1.1384782006018668e-08,-1.796452653302083e-09,1.3349215066682518e-07 | 0 | -3.7141674056329066e-06,-8.885047463991214e-06,6.450737721763744e-10 | -2.0741859785289307e-08,-3.266886483554998e-10,1.1442184586485382e-06 | 1,3
7036 | 234.53334556519985 | 132.25787353515625,218.70912170410156,0.22587504982948303 | 0.0,0.0,0.0 | 0 | 0.0,0.0,0.0 | 9.372312206323841e-07,-1.0813100637108164e-08,-4.576873834594153e-06 | 1,3
7075 | 235.83334563300014 | 132.25787353515625,218.70912170410156,0.22587504982948303 | 5.813520331798827e-09,2.971056178857623e-10,1.907030799941367e-08 | 0 | 6.908765044499887e-07,-6.440726792789064e-06,-6.508994732090656e-11 | 1.4887878307945357e-07,6.171440247726423e-09,0.0 | 1,3
7112 | 237.06667903065681 | 132.25787353515625,218.70912170410156,0.22587504982948303 | 6.629845561434422e-10,-1.738532789952174e-10,1.907030799941367e-08 | 0 | -3.957505327889521e-07,-8.776841582402994e-07,3.547127175318465e-11 | 1.9889535352035637e-08,-5.215598175567493e-09,5.721092293242691e-07 | 1,3
7152 | 238.4000124335289 | 132.25787353515625,218.70912170410156,0.22587504982948303 | -1.0995100829802595e-08,4.2746639561386246e-10,1.3349215066682518e-07 | 0 | 8.413643968196993e-07,9.646269063523505e-06,-1.1383445575052775e-10 | -5.551940063242e-08,2.8027577481104515e-10,1.1442184586485382e-06 | 1,3
7191 | 239.70001250132918 | 132.25787353515625,218.70912170410156,0.22587504982948303 | -2.5629249833514223e-09,1.0341005829417327e-09,1.1442184444376835e-07 | 0 | 2.1628636659443146e-06,2.6663333301257808e-06,-4.246121787510049e-10 | -5.162909744171884e-08,2.631727891166946e-10,1.1442183449617005e-06 | 1,3
7230 | 241.00001256912947 | 132.25787353515625,218.7133331298828,0.22588348388671875 | -8.178429561667144e-05,0.013933229260146618,1.5065542129377718e-06 | 0 | 0.01611531712114811,0.0021441495046019554,0.9164575338363647 | 0.0007744921604171395,0.18342897295951843,2.1740146621596068e-05 | 0,0
7267 | 242.23334596678615 | 132.25868225097656,220.8484344482422,0.22600917518138885 | -0.016127368435263634,2.8251380920410156,1.7735386563799693e-06 | 359.7 | 0.12003396451473236,-0.0007204676512628794,0.8486744165420532 | -0.06681513786315918,-0.038487907499074936,3.432654466450913e-06 | 0,0
7307 | 243.56667936965823 | 132.20675659179688,226.20472717285156,0.2269698977470398 | -0.0700293779373169,5.138786315917969,-0.00017836458573583513 | 359.2 | 0.07289069145917892,0.001418785541318357,0.4622892737388611 | -0.03184876963496208,0.4319429099559784,-0.029785718768835068 | 0,0
15859 | 528.6333609037101 | 135.92404174804688,224.25001525878906,0.22491908073425293 | 0.01766039989888668,-2.0509681701660156,0.0010774342808872461 | 179.5 | 0.36160293221473694,-0.015375238843262196,1.4960095882415771 | -0.061499472707509995,0.025012491270899773,-9.039183350978419e-05 | 0,0
15898 | 529.9333609715104 | 135.96263122558594,221.36585998535156,0.22552497684955597 | 0.025261973962187767,-1.25521981716156,2.8796164315281203e-06 | 178.8 | 0.35694441199302673,0.010768811218440533,0.2570117115974426 | 0.08542298525571823,-3.689027786254883,4.119186269235797e-05 | 0,0
