Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
1330 | 44.333335645496845 | 135.87725830078125,226.49632263183594,0.2066585123538971 | 0.0446772463619709,-4.773889541625977,2.1110830857651308e-05 | 179.5 | 0.009480119682848454,0.030804181471467018,6.958054542541504 | 0.7559254765510559,-0.2948283851146698,-0.00017620957805775106 | 0,0
1340 | 44.66666899621487 | 135.87855529785156,224.89776611328125,0.20665626227855682 | 0.08199100196361542,-4.803050994873047,2.803335064527346e-06 | 179.0 | -0.011638058349490166,0.012164032086730003,3.880817174911499 | 0.4933706223964691,0.08294104784727097,-6.007147385389544e-05 | 0,0
1350 | 45.00000234693289 | 135.901123046875,223.30455017089844,0.20663070678710938 | 0.10641895979642868,-4.7631516456604,6.674607675449806e-07 | 178.7 | -0.004243254195898771,-0.010734708048403263,2.0789103507995605 | 0.05024179443717003,0.1004791185259819,2.002382097998634e-05 | 0,0
1360 | 45.33333569765091 | 135.93637084960938,221.71951293945312,0.20663635432720184 | 0.12994587421417236,-4.758815765380859,4.386170644465892e-07 | 178.4 | 0.004628238268196583,-0.005958043038845062,1.277945637702942 | 0.07722079008817673,-0.05327224358916283,3.489866139716469e-05 | 0,0
1370 | 45.66666904836893 | 135.978271484375,220.1288299560547,0.20665065944194794 | 0.1412402093410492,-4.785844326019287,7.628123199765469e-08 | 178.3 | 0.002149407984688878,0.0028379361610859632,0.7658425569534302 | 0.08235543221235275,-0.07719039171934128,-2.4600694814580493e-05 | 0,0
1380 | 46.00000239908695 | 136.0244140625,218.53028869628906,0.20665115118026733 | 0.1467304825782776,-4.801708698272705,-5.911795142310439e-07 | 178.2 | -0.0014707250520586967,-0.002721474738791585,0.4217463433742523 | -0.03275781497359276,-0.02165794186294079,1.9451712432783097e-05 | 0,0
1390 | 46.333335749804974 | 136.07347106933594,216.9292755126953,0.20664604008197784 | 0.1551554799079895,-4.80388879776001,3.623358395543619e-07 | 178.2 | -0.0010401303879916668,0.0009113651467487216,0.35416409373283386 | 0.03430991992354393,-0.004463195335119963,1.4302730050985701e-05 | 0,0
1400 | 46.666669100522995 | 136.12547302246094,215.32728576660156,0.20664572715759277 | 0.1614093780517578,-4.8095574378967285,3.8140612446113664e-07 | 178.1 | 0.0005933440406806767,-0.0024240026250481606,0.25911301374435425 | -0.017655638977885246,-0.028324125334620476,1.7735384972183965e-05 | 0,0
1410 | 47.000002451241016 | 136.17808532714844,213.72219848632812,0.20664870738983154 | 0.15441283583641052,-4.82063627243042,-7.818825906724669e-07 | 178.2 | 0.00035287661012262106,-0.0021708242129534483,-0.06902948766946793 | -0.026416627690196037,-0.033316608518362045,-4.576873379846802e-06 | 0,0
1420 | 47.33333580195904 | 136.22657775878906,212.11338806152344,0.20665034651756287 | 0.12856808304786682,-4.830892086029053,-6.483904826382059e-07 | 178.5 | -5.20132489327807e-05,-0.006640099920332432,-0.6099371910095215 | -0.0847788080573082,-0.026793478056788445,-1.4302730960480403e-05 | 0,0
1430 | 47.66666915267706 | 136.2667999267578,210.50244140625,0.2066405862569809 | 0.09444785118103027,-4.794313430786133,4.767576911035576e-07 | 178.9 | -0.04563812166452408,-0.005867629311978817,-1.0080995559692383 | -0.14840348064899445,1.3201617002487183,-4.004764832643559e-06 | 1,6
1440 | 48.00000250339508 | 136.28561401367188,209.38482666015625,0.20539061725139618 | 0.016595009714365005,-1.7417901754379272,9.7258566711389e-07 | 179.5 | -0.3092884421348572,0.012871736660599709,-0.4779992401599884 | 0.007060914766043425,9.971683502197266,-0.00010355175618315116 | 1,6
